1.000000000000000000e+00,3.810906805408531550e-01,4.100755943761845712e-01,4.664121842194722811e-01,4.498642692891747785e-01,4.397000811979668300e-01,4.793967587763410254e-01,4.294277087411838001e-01,4.634884665814937299e-01,4.517131771070834745e-01,4.704856733314592421e-01,4.631721033935536358e-01,4.836312468632671391e-01,5.148746874074682234e-01,4.400208479318645227e-01,4.419641805777401733e-01,4.649954366659240224e-01,4.729598139323949457e-01,3.471331740776944508e-01,4.393985641595932745e-01,4.576314320424461068e-01,4.658444494695816451e-01,4.556378633679918910e-01,4.971537005628401396e-01,3.981471982774283380e-01,3.710941366992423496e-01,4.947702607095704197e-01,4.848698073433829747e-01,4.353202064073233846e-01,4.747815081357371070e-01
3.810906805408531550e-01,1.000000000000000000e+00,4.698130276887191314e-01,5.015290954023503556e-01,4.891759503476570958e-01,2.985110708378873046e-01,5.168007085552732693e-01,5.483791593967226596e-01,5.457992053569283852e-01,5.454218959362417962e-01,4.715270489787795061e-01,4.903088227243304065e-01,4.596772513645206448e-01,4.855515655151442234e-01,4.415606239446265291e-01,4.084494090929607357e-01,5.036974547904781163e-01,4.451249225153728895e-01,3.218996015462989857e-01,5.398546233788160675e-01,4.305654672810394490e-01,5.173604810995575676e-01,3.435430783008328604e-01,3.979792975296156943e-01,3.713877774328487313e-01,4.769817379404863722e-01,4.389261882019498406e-01,4.500097019599639814e-01,2.782379610005446535e-01,4.536472681868926049e-01
4.100755943761845712e-01,4.698130276887191314e-01,1.000000000000000000e+00,4.679275489250311337e-01,4.957966977249966822e-01,4.931915929861356851e-01,4.045790976513911064e-01,5.265665790899697329e-01,4.801336588756033308e-01,3.717520703755307632e-01,3.807354856300956270e-01,4.725549105380201231e-01,3.930057766749134318e-01,3.751775699844243639e-01,4.952869636876060522e-01,3.858100101638932689e-01,2.929873551638095819e-01,3.935327270256309684e-01,4.206942954028673465e-01,4.836399445050809098e-01,5.060235994172528340e-01,4.529344338310544171e-01,3.611861960585966980e-01,4.663005557348289809e-01,2.991149269097842511e-01,3.468149326966001311e-01,1.356183886946293049e-01,2.703067318629834292e-01,4.633497724322641065e-01,3.633689322489309648e-01
4.664121842194722811e-01,5.015290954023503556e-01,4.679275489250311337e-01,1.000000000000000000e+00,4.639859545074715430e-01,4.726347799888934720e-01,4.175406315756199915e-01,4.209266498429583003e-01,5.380022726409317002e-01,4.577565849152640531e-01,4.549153723841227182e-01,5.202935671919260985e-01,4.673750165989568051e-01,3.786714310260978489e-01,4.222472880719577715e-01,3.410480964233108536e-01,5.215865285307075272e-01,3.499378572663207065e-01,5.184867796404264428e-01,4.719354558074211892e-01,2.930584065375036462e-01,4.167723143465015823e-01,4.080326922890066821e-01,4.455252261761584731e-01,3.406204756351162155e-01,5.161437524371548236e-01,4.890622650731739074e-01,2.605569553577872788e-01,4.395605327261723483e-01,4.893889471747228659e-01
4.498642692891747785e-01,4.891759503476570958e-01,4.957966977249966822e-01,4.639859545074715430e-01,1.000000000000000000e+00,5.102543231345423314e-01,4.569326312430103121e-01,5.104261945641852538e-01,2.835787393477139373e-01,4.112977325379028604e-01,4.198815974775798598e-01,2.577575865097906371e-01,1.325342335715083697e-01,4.648517114621171786e-01,4.864877437924565173e-01,4.261323657838351209e-01,5.038238730564663648e-01,3.788407643244630085e-01,5.611800555647094013e-01,4.646471949844874216e-01,4.067991834900944736e-01,3.583911954239167308e-01,4.982845567147646815e-01,4.171267657802220086e-01,3.239285521284058778e-01,4.614563372256429985e-01,5.075819737926928754e-01,4.375365078383791628e-01,3.363642169395134607e-01,3.638134668779670622e-01
4.397000811979668300e-01,2.985110708378873046e-01,4.931915929861356851e-01,4.726347799888934720e-01,5.102543231345423314e-01,1.000000000000000000e+00,3.496602047128165580e-01,4.786987729211920617e-01,3.410352674899140846e-01,3.286849850690394259e-01,3.635093352110607134e-01,2.874421758165037200e-01,4.660312606030360683e-01,3.356286906284547955e-01,5.196631205740385173e-01,4.789261497377279020e-01,5.011963831233159361e-01,3.673377476979576839e-01,5.065049304343188785e-01,1.372894137353247723e-01,3.935375717487754610e-01,1.653513031327562555e-01,4.104635085547739259e-01,4.094002509366582165e-01,4.277628673110083768e-01,2.530327540385916563e-01,3.595261338866352352e-01,3.145661463775985545e-01,3.935394012059377222e-01,1.703708416488173560e-01
4.793967587763410254e-01,5.168007085552732693e-01,4.045790976513911064e-01,4.175406315756199915e-01,4.569326312430103121e-01,3.496602047128165580e-01,1.000000000000000000e+00,4.971356048969722830e-01,4.870545724759381412e-01,4.555969226904956204e-01,4.623386409904387540e-01,5.349586630723323077e-01,5.120262524812778659e-01,3.465481818534973946e-01,2.338847820240016195e-01,2.439947083372847325e-01,3.563123820108445305e-01,4.262861932937799803e-01,3.479800326806444244e-01,4.080793525846804770e-01,4.496300186638431673e-01,3.851576266147470062e-01,3.822949065831076632e-01,2.552368591275270271e-01,3.424012832910160453e-01,4.837050902739662428e-01,4.414017626582727449e-01,4.483286046135696035e-01,3.730563217928095088e-01,5.368063908221476499e-01
4.294277087411838001e-01,5.483791593967226596e-01,5.265665790899697329e-01,4.209266498429583003e-01,5.104261945641852538e-01,4.786987729211920617e-01,4.971356048969722830e-01,1.000000000000000000e+00,3.724322805798243596e-01,4.708885981165897849e-01,1.554061507909026141e-01,3.872344937275365995e-01,4.917087206243094255e-01,3.598966658202606417e-01,2.564285121181226201e-01,3.814960337779301769e-01,4.473388268985646343e-01,4.817512374920683293e-01,3.806070966620315188e-01,4.268758520068705042e-01,4.202559292945271530e-01,3.416652682557321796e-01,1.598121043935862851e-01,2.304698208650454994e-01,3.166572558253007985e-01,4.953766876673587061e-01,3.664222278438489799e-01,5.054591751390449250e-01,3.923258268313506991e-01,4.895229334908606789e-01
4.634884665814937299e-01,5.457992053569283852e-01,4.801336588756033308e-01,5.380022726409317002e-01,2.835787393477139373e-01,3.410352674899140846e-01,4.870545724759381412e-01,3.724322805798243596e-01,1.000000000000000000e+00,4.188208108031836741e-01,5.196876973760126139e-01,4.901800165818110400e-01,3.971354243542378204e-01,3.908091769152746142e-01,4.362037887811950898e-01,4.659212247820150865e-01,5.191342773249474352e-01,4.530024751861510546e-01,4.327778681081562717e-01,4.627062337332231712e-01,3.605314203131840811e-01,3.899559182514884537e-01,2.607925406373342025e-01,4.935396222720282444e-01,3.405967356964796910e-01,4.130807276000438844e-01,4.131697736585349667e-01,1.472187488532477884e-01,2.484892389520389211e-01,5.325191677323271033e-01
4.517131771070834745e-01,5.454218959362417962e-01,3.717520703755307632e-01,4.577565849152640531e-01,4.112977325379028604e-01,3.286849850690394259e-01,4.555969226904956204e-01,4.708885981165897849e-01,4.188208108031836741e-01,1.000000000000000000e+00,4.390397983228835344e-01,2.965116741716239401e-01,3.610302373744969096e-01,4.366255049567230873e-01,4.640942814688956419e-01,4.303036591282886625e-01,3.699665392862540036e-01,2.327662674252218566e-01,1.483204355491745396e-01,3.628845546442359127e-01,5.127616793760350067e-01,3.165432058089477363e-01,2.284956320862450707e-01,2.614258445756580396e-01,4.631221544435473736e-01,3.542588762347048115e-01,3.728692131186168157e-01,3.188571226924557522e-01,2.052370072826970315e-01,4.652929161908079259e-01
